open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1672532700000,9.36537658,9.37250255,9.36531955,9.37247817,0,1672532759999,0,60,0,0,0
1672532760000,9.37311696,9.38000000,9.37305749,9.38000000,0,1672532819999,0,60,0,0,0
1672532820000,9.38000000,9.38861500,9.38000000,9.38855349,0,1672532879999,0,60,0,0,0
1672532880000,9.38855349,9.39045682,9.38710497,9.38779881,0,1672532939999,0,60,0,0,0
1672532940000,9.38779881,9.39481983,9.38775388,9.39478408,0,1672532999999,0,60,0,0,0
1672533000000,9.39478408,9.40300000,9.39478408,9.40300000,0,1672533059999,0,60,0,0,0
1672533060000,9.40300000,9.40300000,9.40300000,9.40300000,0,1672533119999,0,60,0,0,0
1672533120000,9.40300000,9.40500000,9.40300000,9.40500000,0,1672533179999,0,60,0,0,0
1672533180000,9.40500000,9.40500000,9.40400000,9.40400000,0,1672533239999,0,60,0,0,0
1672533240000,9.40400000,9.40400000,9.39345615,9.39384368,0,1672533299999,0,60,0,0,0
1672533300000,9.39384368,9.39568825,9.39202266,9.39214866,0,1672533359999,0,60,0,0,0
1672533360000,9.39214866,9.39389182,9.38700000,9.38700000,0,1672533419999,0,60,0,0,0
1672533420000,9.38700000,9.38732217,9.38700000,9.38712433,0,1672533479999,0,60,0,0,0
1672533480000,9.38713626,9.39200000,9.38700000,9.39200000,0,1672533539999,0,60,0,0,0
1672533540000,9.39200000,9.39200000,9.39200000,9.39200000,0,1672533599999,0,60,0,0,0
1672533600000,9.39200000,9.39200000,9.38400000,9.38400000,0,1672533659999,0,60,0,0,0
1672533660000,9.38400000,9.38400000,9.38383072,9.38400000,0,1672533719999,0,60,0,0,0
1672533720000,9.38400000,9.38400000,9.38363792,9.38400000,0,1672533779999,0,60,0,0,0
1672533780000,9.38400000,9.38400000,9.38252770,9.38400000,0,1672533839999,0,60,0,0,0
